#{"t_start": 1744321262.6129818, "env_id": "None"}
r,l,t
122.20992,219,6232.163305
49.650055,90,6233.69435
45.690018,111,6234.331934
46.28002,112,6234.931192
179.43977,286,6236.261118
187.1097,289,6237.559113
413.9997,445,6239.481092
234.71964,368,6241.162636
49.06005,89,6241.676502
408.59976,420,6244.578481
420.92963,442,6246.617651
410.93973,431,6248.609645
416.5098,439,6250.598639
182.33968,286,6251.937322
74.65,135,6252.609518
73.62,138,6253.292969
422.86972,438,6256.293956
52.100037,110,6256.892976
106.34998,190,6257.863691
43.68004,112,6258.504053
52.200035,100,6259.067441
50.850037,105,6259.64381
44.350014,105,6260.243594
44.040024,106,6260.809898
76.30002,130,6261.432237
165.81993,278,6262.73904
180.02957,287,6264.122295
423.2201,443,6267.129915
169.76985,268,6268.321217
421.50964,439,6270.227468
46.670013,113,6270.826916
421.87976,442,6272.745669
168.77985,267,6274.060104
200.78958,311,6276.484968
393.8997,420,6278.374864
53.450035,105,6278.924733
97.049965,180,6279.884274
202.19963,310,6281.294495
190.30977,289,6282.629531
45.90001,110,6283.263018
48.860046,89,6283.777701
52.05004,105,6284.361239
179.83986,296,6285.709893
111.43993,181,6287.719394
48.54004,101,6288.293064
185.45984,289,6289.654736
412.55984,434,6291.614408
76.52002,138,6292.269805
171.42981,267,6293.516574
124.31994,208,6294.545712
77.32002,128,6295.221291
52.710037,109,6295.818099
97.54997,180,6296.675562
75.039986,136,6298.3926
189.90979,299,6299.817774
51.580032,102,6300.402856
53.170036,103,6300.979843
109.29998,185,6301.939797
52.920036,108,6302.525768
170.61987,273,6303.716695
420.26978,433,6305.666524
45.87001,113,6306.290195
76.050026,135,6306.992075
183.26985,288,6309.327993
103.62994,202,6310.292924
182.4998,290,6311.61754
396.4597,419,6313.499771
43.670067,103,6314.125485
380.72974,392,6315.918675
79.78,137,6316.659008
103.47996,192,6317.649549
170.50986,274,6318.890881
419.2298,437,6321.820254
169.12985,272,6323.099347
51.700043,100,6323.660842
217.38962,321,6325.105626
183.55981,289,6326.437327
169.81982,268,6327.654169
79.990005,136,6328.331346
79.63006,132,6329.053347
52.120026,108,6329.635899
47.33,112,6331.288839
73.440025,136,6332.012085
51.580048,102,6332.577151
415.08972,441,6334.586159
52.360023,99,6335.151874
413.3596,444,6337.031174
109.38998,186,6337.911115
199.3297,317,6339.345973
230.01959,378,6342.066001
168.66985,268,6343.420162
160.87973,267,6344.828016
46.180046,87,6345.375584
49.210014,109,6345.99481
229.98962,361,6347.722034
110.83996,181,6348.688647
51.040016,106,6349.269117
51.660027,104,6349.833404
109.24996,180,6350.71615
184.97981,302,6353.1232
177.22969,297,6354.473577
51.28002,112,6355.138149
107.23,192,6356.048426
50.590034,111,6356.709743
178.37988,292,6358.062838
412.48953,441,6360.083833
100.52998,172,6360.913773
226.13957,356,6363.490941
110.44999,185,6364.411978
52.820023,108,6364.987283
185.50972,299,6366.472916
43.580048,102,6367.062129
51.710022,109,6367.693497
183.3598,294,6369.026999
412.06973,433,6370.935147
229.94966,355,6372.543167
418.66974,438,6375.51501
185.80974,299,6376.899228
233.42966,367,6378.490983
415.5096,439,6380.489388
78.99,136,6381.219596
49.540054,91,6381.778927
203.31975,308,6383.198089
52.160004,99,6383.734599
75.68,132,6385.523215
68.68003,122,6386.163289
98.100006,175,6387.020937
216.85944,329,6388.500858
180.29973,290,6389.818501
45.320038,113,6390.473044
44.410027,109,6391.067784
200.22963,307,6392.469214
416.1796,442,6394.427209
43.97003,113,6396.037068
167.64993,270,6397.315858
232.69955,370,6398.940018
414.6695,443,6400.928534
232.34973,375,6402.672474
411.52985,457,6404.649008
412.1596,439,6407.593289
44.67003,103,6408.189645
123.10996,219,6409.256052
226.50966,359,6410.841153
389.25977,419,6412.658834
76.08003,132,6413.360908
376.1397,406,6415.184579
414.7697,433,6418.053057
111.62995,182,6418.937298
109.63998,181,6419.82659
75.48001,132,6420.548241
184.18976,301,6421.934185
231.98972,371,6423.674357
43.73005,107,6424.275127
376.49973,400,6427.097191
192.66971,288,6428.449108
76.249985,135,6429.128397
185.22987,297,6430.556678
235.97943,357,6432.187689
184.30971,299,6433.629142
182.53983,296,6435.011279
109.899956,185,6435.91889
125.409935,219,6437.972319
112.98998,186,6438.878147
44.29001,111,6439.501235
46.400017,110,6440.133974
180.04959,295,6441.467567
110.71998,183,6442.321941
77.09001,131,6443.012322
53.310005,99,6443.558069
183.90988,294,6444.908667
183.23985,286,6446.270255
77.24996,135,6446.927286
420.06985,433,6449.910847
110.029976,182,6450.834673
183.64986,295,6452.235279
379.92957,377,6453.918464
54.190025,111,6454.547224
123.159935,214,6455.642086
376.45963,379,6457.395896
111.94994,180,6458.289101
45.400017,110,6459.941135
235.3096,354,6461.567903
43.680054,102,6462.159319
113.789955,186,6463.017098
80.0,135,6463.721094
53.21003,109,6464.328607
77.370026,138,6465.011032
184.46982,288,6466.426064
416.56964,443,6468.511958
233.04968,365,6471.28389
375.12967,377,6473.036701
98.15,180,6473.939429
76.04002,136,6474.672268
417.1898,441,6476.573016
110.12997,182,6477.513351
100.05999,169,6478.327342
185.3997,290,6479.708879
419.87994,437,6482.63654
170.96985,268,6483.883723
171.13983,271,6485.169594
111.33996,181,6486.095277
407.41,434,6488.041588
47.86003,109,6488.674911
50.36,104,6489.236824
106.30998,189,6490.210897
416.1095,439,6493.185434
54.760048,99,6493.762625
191.92976,292,6495.106884
111.299934,185,6496.030231
378.1297,377,6497.714051
187.30975,299,6499.016453
228.30957,359,6500.653577
181.41972,288,6502.952241
417.8097,439,6504.860863
373.17984,377,6506.653955
373.24948,380,6508.375087
416.42975,437,6510.393471
180.56976,288,6511.693449
124.60996,209,6513.705747
412.61972,438,6515.598698
422.34003,436,6517.525929
43.850044,105,6518.105178
423.60025,535,6520.480098
416.54987,440,6523.4493
380.36963,378,6525.253181
378.07968,377,6526.991067
386.8298,417,6528.864144
186.84988,290,6530.235637
183.36983,288,6531.577795
116.559944,184,6532.46508
238.54967,350,6535.03473
115.16996,183,6535.944134
181.19969,290,6537.336564
45.260025,104,6537.904052
417.71964,438,6539.898194
416.62967,437,6541.874977
46.96003,109,6542.475943
415.06973,438,6545.505239
44.91002,109,6546.117118
181.78975,291,6547.483773
237.93962,356,6549.106255
185.62964,282,6550.457099
122.009895,219,6551.569107
51.710045,99,6552.194965
379.99963,380,6553.889371
45.540024,106,6555.505857
101.969986,193,6556.421752
113.11994,183,6557.311963
111.98997,186,6558.20219
50.740036,106,6558.768147
186.7399,306,6560.149593
192.77971,287,6561.409292
182.86975,283,6562.708899
46.960022,104,6563.272238
126.20992,209,6564.322216
52.91004,99,6564.8397
395.48962,401,6567.6499
49.880028,112,6568.274866
173.56987,268,6569.488604
382.32965,377,6571.205328
75.27002,133,6571.908486
408.11,429,6573.868455
182.4598,284,6575.222202
183.4098,299,6577.634977
123.70992,219,6578.699885
108.909935,184,6579.591677
168.5598,269,6580.869
78.149994,135,6581.570994
166.24991,260,6582.831748
100.31,174,6583.718059
45.760025,104,6584.301634
112.00997,184,6585.207217
381.96973,378,6587.901335
76.61002,129,6588.634761
124.61993,208,6589.654849
113.819984,183,6590.526137
113.48997,186,6591.376377
111.13996,181,6592.310019
379.90967,399,6594.10558
49.24003,106,6594.695775
68.59002,121,6595.349171
416.53973,436,6597.287744
210.83954,321,6599.744979
114.419945,183,6600.609116
101.49998,175,6601.50091
49.970016,103,6602.091014
54.86004,99,6602.656023
113.38998,186,6603.591439
45.110023,109,6604.206199
381.9396,376,6605.994717
43.79004,111,6606.584871
417.4398,436,6609.58595
76.97002,138,6610.339864
236.11964,368,6612.057779
414.56973,443,6614.05726
47.66001,109,6614.639224
166.76991,268,6615.896381
51.960045,104,6616.488028
113.22996,182,6617.405804
380.07965,377,6619.118701
76.67003,133,6620.773256
418.1099,434,6622.736419
45.380035,102,6623.308215
113.25995,179,6624.226517
76.67002,133,6624.918623
417.79974,435,6626.88463
76.14003,126,6627.527562
114.43998,186,6628.457297
113.21995,183,6629.335259
99.94996,180,6631.354079
47.49003,106,6631.939033
53.10003,110,6632.548175
418.4497,435,6634.45904
74.86,134,6635.175301
423.38977,436,6637.084017
415.8398,436,6639.070777
410.0797,427,6642.067519
46.130028,112,6642.695149
382.11954,378,6644.474975
202.20966,309,6645.916318
380.33987,461,6648.024263
110.40992,184,6648.921555
53.710037,109,6649.515751
48.860046,89,6650.071988
109.419945,183,6650.967809
53.74005,106,6651.566016
417.26968,433,6654.600431
99.729996,172,6655.429303
418.4397,436,6657.348473
414.08966,441,6659.364114
417.71973,438,6661.296708
233.49953,360,6663.926542
227.12958,357,6665.557187
43.87005,103,6666.133106
73.03003,127,6666.811455
50.80004,100,6667.397604
182.6798,302,6668.777862
44.180008,112,6669.401451
71.35001,125,6670.048898
47.740036,101,6670.600991
104.60997,189,6671.574059
182.69981,290,6672.935465
109.649956,180,6674.79868
76.53002,127,6675.505876
53.000053,100,6676.095998
43.980034,102,6676.695917
53.200035,110,6677.271788
75.86002,134,6678.026164
50.60003,100,6678.565276
166.37973,267,6679.856825
179.00972,289,6681.22564
51.740036,106,6681.778925
109.639946,181,6682.668763
48.91004,109,6683.29436
71.63002,127,6683.973505
182.65979,284,6686.307895
43.34005,101,6686.819931
75.32,138,6687.56978
75.420006,138,6688.266823
184.18987,286,6689.552123
110.15994,179,6690.429632
411.12958,437,6692.351003
391.88974,401,6694.124723
51.230034,107,6694.723005
416.83975,436,6697.798295
183.68974,291,6699.143082
164.87975,272,6700.365422
108.389946,186,6701.265202
413.60977,434,6703.249565
52.58004,112,6703.871045
223.82947,357,6705.532441
102.76995,193,6707.459567
52.84005,106,6708.023503
226.75949,354,6709.605617
97.34993,170,6710.490951
44.879997,112,6711.104863
415.94974,435,6713.053706
50.510025,99,6713.628088
47.93003,107,6714.247918
47.810028,104,6714.843564
224.9195,358,6716.427386
229.42966,357,6719.188508
47.53003,102,6719.780031
105.43995,191,6720.694777
187.67987,302,6722.06207
47.850044,110,6722.628947
417.71973,433,6724.522875
414.8696,433,6726.504462
187.11978,283,6729.021923
54.060013,99,6729.593053
380.27957,377,6731.352105
51.300026,100,6731.906979
50.42003,108,6732.486979
104.359985,189,6733.479346
413.30966,454,6735.564168
229.62955,357,6737.193227
43.040054,106,6737.771953
69.77,123,6738.445167
42.460052,104,6739.014914
77.02002,138,6740.728428
178.24968,295,6742.163627
415.9196,438,6744.187045
411.7896,441,6746.322517
43.13005,107,6746.971702
417.86972,433,6748.982215
380.6298,377,6751.714301
223.7496,365,6753.392796
378.38943,391,6755.243763
49.010025,99,6755.852723
52.440056,106,6756.443702
51.880028,112,6757.043338
167.07976,272,6758.322035
51.030052,107,6758.90936
163.9497,270,6760.195104
161.53986,276,6762.521948
411.30972,449,6764.566025
406.82974,417,6766.497741
163.1299,277,6767.797782
109.43995,181,6768.691241
107.23997,181,6769.627207
180.10965,284,6771.00153
184.28986,286,6773.350194
416.06964,433,6775.336671
417.21973,433,6777.235744
45.72003,108,6777.832825
413.9196,438,6779.772068
417.24973,435,6781.697355
42.67006,103,6783.341852
52.760033,99,6783.855165
414.9597,454,6785.884465
46.23005,112,6786.530043
183.52971,282,6787.840972
375.46945,378,6789.594904
51.310043,99,6790.115209
108.909935,184,6791.037337
51.88002,102,6791.670847
232.35953,354,6794.395515
379.60947,394,6796.144618
165.10982,269,6797.423243
111.53997,181,6798.267775
184.90958,299,6799.712334
44.24003,106,6800.322933
44.060036,104,6800.882078
394.7894,416,6802.773282
380.8795,377,6805.536342
108.04995,180,6806.398854
184.9097,289,6807.791912
232.38953,361,6809.545079
184.95988,289,6810.929745
51.000023,100,6811.443692
417.10962,439,6813.350165
108.32995,182,6814.293469
53.460014,99,6815.869415
106.84994,180,6816.786576
45.670036,113,6817.399388
50.460045,104,6817.994249
45.84002,111,6818.599194
107.19997,185,6819.511784
50.800034,100,6820.085648
406.73987,416,6822.069137
51.010033,99,6822.626228
107.44994,180,6823.519775
51.660034,104,6824.133427
378.07965,397,6825.972143
121.699974,220,6828.009357
43.690056,111,6828.604542
76.23001,137,6829.275079
73.980034,132,6829.953566
75.86998,133,6830.65207
417.9698,433,6832.538273
53.560005,99,6833.084753
73.08001,132,6833.805768
378.86954,408,6835.657242
48.45005,90,6836.200099
50.980034,112,6836.801772
184.9897,291,6839.246676
386.08972,401,6841.075764
180.56969,283,6842.474746
50.750046,105,6843.036374
417.89014,436,6844.986214
216.72964,332,6846.487283
72.44997,135,6847.213577
180.03967,296,6849.651014
415.26968,433,6851.634077
51.410034,109,6852.253001
43.330063,107,6852.882908
163.2297,267,6854.173038
43.49006,111,6854.723403
166.18977,271,6855.946168
44.91004,104,6856.52944
163.1299,262,6857.698436
67.59001,121,6858.358911
75.42,138,6860.111031
415.99,436,6862.041604
183.43983,286,6863.339885
390.23965,416,6865.235026
165.56982,278,6866.560172
414.6697,433,6868.519835
377.0897,381,6871.402004
43.340034,106,6871.996561
412.55972,454,6874.039228
46.270042,88,6874.556374
45.680023,107,6875.104502
107.73992,181,6876.067966
54.760056,99,6876.647319
51.110046,99,6877.192543
110.05992,179,6878.080252
412.6696,433,6879.971444
75.549995,135,6881.723746
159.85979,269,6883.003268
52.960007,99,6883.565697
413.2998,470,6885.752013
49.53002,107,6886.307758
75.62001,138,6887.046818
415.68985,456,6889.026847
214.22958,322,6890.535076
374.22974,377,6893.26211
180.80978,289,6894.626035
52.41005,99,6895.21757
49.890022,101,6895.806887
41.69007,111,6896.40626
413.32953,437,6898.413585
376.42975,377,6900.0846
375.16962,378,6902.954689
106.39994,185,6903.840841
411.70978,434,6905.754183
74.01001,129,6906.450218
375.76956,398,6908.289302
180.80971,289,6909.590926
95.049965,180,6910.491225
374.8295,382,6912.286689
102.58994,191,6914.339254
50.28002,112,6914.959175
49.44005,91,6915.504976
49.76004,104,6916.063819
380.12985,382,6917.819545
405.8299,417,6919.723849
50.23004,107,6920.353931
50.560036,104,6920.910101
98.06,169,6921.787464
393.59955,430,6924.670001
218.2796,332,6926.209113
228.17966,352,6927.813873
95.84996,180,6928.668492
95.94994,180,6929.577063
388.61935,448,6931.581764
94.64996,180,6932.450756
43.680046,112,6933.055708
411.70972,439,6936.125503
197.06963,313,6937.556125
185.61972,288,6938.925728
227.87962,352,6940.471256
75.44,136,6941.211476
51.36,99,6941.793835
232.10957,354,6943.405209
169.36981,268,6944.601363
214.52968,322,6947.290447
43.490067,111,6947.903801
54.580048,97,6948.453736
77.22002,138,6949.128854
188.30978,289,6950.51716
75.49003,131,6951.211323
52.760025,99,6951.739702
46.73001,112,6952.378759
112.41993,183,6953.207778
183.9297,287,6954.569193
52.400047,95,6955.097311
163.33997,261,6957.362766
48.680023,112,6957.969217
75.67001,133,6958.697734
179.92976,287,6959.983767
99.24998,180,6960.859509
221.6195,328,6962.321503
217.46945,323,6963.793224
165.7897,276,6965.059455
170.51968,268,6966.244167
77.17,133,6967.976765
111.919945,183,6968.861806
380.1796,382,6970.586114
378.39963,415,6972.435092
50.550034,105,6973.007294
394.44968,470,6975.052907
47.280052,87,6975.534222
96.24999,180,6976.443938
168.75986,274,6978.692932
53.36004,104,6979.329011
190.54974,290,6980.594428
112.639946,181,6981.507369
112.20992,184,6982.405056
49.18003,112,6983.031976
231.80963,369,6984.677243
50.80005,100,6985.24895
45.070015,113,6985.884852
180.27974,292,6987.266377
44.670013,113,6987.859338
377.31964,388,6990.638816
420.44995,485,6992.824883
181.44977,285,6994.222518
125.06992,213,6995.243754
166.0399,261,6996.529624
392.9398,401,6998.392155
44.270004,113,6998.991019
416.31982,438,7001.996243
232.67967,352,7003.659139
100.77995,192,7004.591825
46.680046,107,7005.19176
375.5696,408,7007.055341
106.48997,196,7008.022135
51.880043,102,7008.619859
177.19965,280,7010.921922
161.74985,260,7012.153715
111.52996,182,7013.060932
102.97994,192,7014.047659
380.05948,384,7015.824951
102.48996,191,7016.754178
221.79944,330,7018.353255
123.69991,210,7019.373101
177.75967,294,7021.714852
223.47958,332,7023.21921
160.07976,267,7024.417707
166.18983,271,7025.677964
202.51962,318,7027.159581
106.529976,192,7028.221718
381.11945,393,7029.997606
232.07948,372,7032.658286
412.39966,435,7034.577698
111.039986,181,7035.447955
413.7098,439,7037.377588
111.33994,181,7038.364722
50.290047,111,7038.976241
377.36966,388,7040.681324
76.65001,135,7041.371764
402.12952,417,7044.230303
111.889915,186,7045.13925
414.48965,436,7047.101048
168.0398,271,7048.348183
233.23953,356,7049.91695
70.38003,122,7050.561741
185.70967,289,7051.904903
419.88977,441,7054.954995
181.29984,290,7056.306089
54.390053,96,7056.831483
185.90967,289,7058.25487
121.06992,213,7059.337985
46.880028,107,7059.894827
393.93958,401,7061.671463
51.28002,112,7062.293735
97.64993,180,7064.19478
98.249954,180,7065.081906
408.15988,419,7066.98878
112.43993,181,7067.838075
112.039955,181,7068.708296
393.2896,416,7070.568397
98.049965,180,7071.456237
418.8597,434,7073.353887
187.20966,289,7075.754173
180.7897,291,7077.137742
51.880028,112,7077.72922
415.0298,437,7079.729889
98.84997,180,7080.639793
111.02996,182,7081.59214
404.48978,416,7083.51738
112.61996,183,7085.483351
51.920044,108,7086.081213
181.21988,288,7087.419912
184.61981,283,7088.732057
120.59989,210,7089.730786
223.92958,332,7091.218665
420.37967,442,7093.171872
180.14981,285,7094.53362
418.21973,438,7097.523177
188.55975,299,7098.953227
123.729836,207,7100.006721
380.24963,395,7101.780975
187.80977,299,7103.211152
184.61989,288,7104.578915
111.82993,182,7105.418055
163.72969,267,7107.803913
52.36001,99,7108.355936
48.530052,102,7108.914423
180.24971,295,7110.33844
186.49997,295,7111.678634
113.63993,181,7112.547174
111.88999,186,7113.43921
418.9496,435,7115.360031
187.05977,299,7117.766251
417.30966,439,7119.791043
44.49002,111,7120.368036
78.999985,135,7121.066415
78.920006,133,7121.796145
51.62005,93,7122.337876
182.30986,289,7123.714627
76.01998,138,7124.441648
418.14972,435,7126.356296
97.94996,180,7127.314082
180.83974,296,7129.780021
53.960014,99,7130.346171
179.15974,284,7131.690127
54.460037,99,7132.217031
417.0098,439,7134.171912
52.260017,99,7134.715966
417.88977,451,7136.639032
416.1296,437,7139.693979
51.140022,106,7140.291129
44.960022,104,7140.902092
178.92976,287,7142.226413
53.96003,99,7142.784843
98.34995,180,7143.69759
178.48985,291,7145.135101
180.21983,298,7146.559999
221.67952,332,7148.05378
75.83999,136,7148.749158
183.54976,295,7151.130918
229.29967,355,7152.759142
179.87976,292,7154.092403
415.29956,435,7156.119226
53.760033,99,7156.690764
230.78963,361,7158.360806
416.43967,441,7161.424975
44.340027,106,7162.040997
98.73995,171,7162.860952
419.77985,437,7164.817367
52.96003,99,7165.373206
413.67963,437,7167.381819
54.260033,99,7167.949239
199.38968,311,7169.421144
417.40973,439,7172.465676
45.18004,112,7173.107755
50.75003,105,7173.692195
229.94969,355,7175.336613
43.870033,113,7175.911895
186.4097,299,7177.259474
72.370026,123,7177.877346
109.84992,180,7178.785872
98.649956,180,7179.661528
79.42001,133,7180.443566
50.400024,100,7180.989702
390.02972,417,7183.855326
111.60992,184,7184.731255
111.78994,186,7185.68884
103.42995,192,7186.613312
104.329956,192,7187.563769
46.180023,102,7188.107906
230.5296,357,7189.736804
415.06958,433,7191.744867
181.98972,291,7194.115227
231.23967,356,7195.755135
222.08958,331,7197.262002
51.48004,112,7197.887655
45.320015,108,7198.475597
169.06995,278,7199.75164
51.600037,100,7200.315636
163.29974,270,7201.490538
110.98995,186,7202.4197
379.62982,377,7205.134979
182.99985,290,7206.460804
231.49963,365,7208.063354
74.73003,127,7208.74877
177.55984,294,7210.12297
221.03964,326,7211.605848
45.74002,106,7212.147408
416.96964,443,7215.09474
185.53978,296,7216.433676
387.9397,416,7218.201217
388.58966,401,7220.001332
379.70963,379,7221.773943
49.950027,105,7222.317247
44.670006,113,7222.939247
162.98978,271,7225.13863
74.83999,136,7225.898118
229.80959,359,7227.500897
162.72995,277,7228.80505
42.870064,113,7229.450665
181.26971,283,7230.772109
179.26964,283,7232.118642
178.46976,283,7233.515335
74.09001,131,7234.224375
44.760025,104,7235.860844
183.72984,287,7237.203767
181.63972,296,7238.62991
413.28958,436,7240.590261
416.1496,435,7242.529879
416.12973,437,7244.506151
166.75987,269,7246.760235
411.5795,437,7248.874053
108.819954,183,7249.881013
400.6595,424,7251.956663
46.04003,101,7252.578376
44.66004,104,7253.192396
52.930054,107,7253.835675
413.79947,435,7255.752068
413.18982,441,7258.745805
410.23972,436,7260.800953
403.12,428,7262.678744
183.52963,287,7264.004104
73.52,138,7264.718637
72.320015,128,7265.40813
177.2598,294,7266.801757
109.63996,181,7268.639308
415.83966,436,7270.616844
109.44993,180,7271.514462
413.49982,440,7273.48469
118.009895,219,7274.580191
224.60954,359,7276.220785
390.53967,401,7279.110742
43.510056,109,7279.660928
415.26968,433,7281.536717
108.83999,181,7282.446091
184.20987,289,7283.841994
182.73982,286,7285.140085
45.10002,110,7285.786142
52.89003,101,7286.335902
45.78003,102,7286.911292
181.53967,291,7288.29377
50.94005,106,7289.885211
52.100037,100,7290.468326
177.42973,287,7291.76988
415.03992,466,7293.86371
184.3296,287,7295.178359
168.6398,271,7296.479462
53.56005,99,7297.097835
120.60987,219,7298.149471
98.049965,180,7299.1033
230.32935,372,7301.786484
100.34996,170,7302.638243
162.32986,312,7304.061491
52.32003,108,7304.627712
163.79979,275,7305.918243
162.87971,267,7307.196274
53.56002,99,7307.753841
96.50998,174,7308.707318
123.79992,210,7309.74689
415.50964,444,7312.83798
176.72974,287,7314.169992
120.61991,208,7315.212082
75.87,133,7315.892858
419.87976,437,7317.854136
216.3996,335,7319.418117
416.70972,439,7322.401803
417.1698,438,7324.353076
43.09008,111,7324.932666
98.54996,180,7325.895822
122.94994,215,7326.973727
44.29001,111,7327.662219
109.63,182,7328.646808
44.330025,107,7329.295264
43.280075,112,7329.970008
43.92002,108,7330.549557
231.98969,366,7333.346689
167.77983,277,7334.604338
109.019966,183,7335.492328
179.02975,287,7336.849192
182.21979,298,7338.213842
76.45,135,7338.926538
420.61,434,7340.865349
161.93985,261,7342.034034
75.04995,135,7342.768636
175.99976,290,7345.186645
166.54985,270,7346.430115
402.7998,425,7348.356143
44.380005,112,7349.01716
180.35973,284,7350.335953
76.560005,134,7350.998621
417.7596,434,7352.911411
76.84999,135,7354.724961
45.12001,108,7355.357663
177.24963,295,7356.780836
51.160034,104,7357.347249
230.58955,411,7359.302985
416.28964,441,7361.297541
181.67976,292,7362.690099
121.129875,207,7363.744688
417.11002,434,7366.610811
74.849976,135,7367.283337
417.3699,438,7369.24192
219.62958,327,7370.792099
110.10999,184,7371.692583
77.6,135,7372.417435
51.290024,101,7372.946961
182.89973,300,7374.309532
111.21993,183,7376.261433
47.83001,112,7376.828486
168.63988,271,7378.12198
179.52975,297,7379.527339
182.28984,291,7380.851102
74.13003,127,7381.531934
74.06,134,7382.255179
375.26968,393,7384.085756
42.870064,103,7384.67317
172.71979,288,7386.01049
413.76984,433,7389.093765
107.42997,182,7389.98837
175.16957,283,7391.357993
181.49963,290,7392.753263
414.6195,433,7394.675571
413.85962,434,7396.617499
226.3096,369,7399.25537
166.36992,278,7400.562485
43.890053,111,7401.135704
181.46983,293,7402.512599
50.97001,103,7403.09818
52.360023,99,7403.72046
121.08987,211,7404.709918
416.27975,447,7406.723914
97.009926,174,7408.602669
418.4799,437,7410.514556
179.61978,298,7411.997055
53.260033,99,7412.590029
377.30957,394,7414.354131
46.32003,108,7414.973099
52.25003,105,7415.552112
96.81995,173,7416.41929
43.88005,112,7417.047308
177.94975,285,7418.391917
50.98001,112,7420.163347
175.34969,295,7421.566695
110.82998,182,7422.460644
43.640053,106,7423.063107
52.80004,100,7423.639105
78.00001,135,7424.351154
415.72964,437,7426.340757
110.749916,180,7427.221782
96.44998,180,7428.125979
51.66002,104,7428.703142
366.38962,401,7431.63529
226.1894,361,7433.271017
75.87,133,7433.957202
41.890083,111,7434.550907
40.670074,113,7435.157009
78.979996,137,7435.872099
226.0895,361,7437.570074
75.42999,137,7438.235024
411.62964,432,7440.232002
125.07,213,7442.292008
220.54965,365,7443.956532
222.59949,360,7445.628702
107.01993,183,7446.565144
51.940025,106,7447.174207
214.90958,324,7448.670669
171.05972,294,7450.054396
75.239975,136,7450.754821
76.53999,136,7451.420797
416.13968,436,7454.427578
49.540024,106,7455.0252
225.62952,357,7456.683787
400.5997,470,7458.752082
44.59002,111,7459.345822
184.13974,296,7460.694244
52.690033,101,7461.234468
109.42997,182,7462.133823
411.3697,433,7465.245895
75.23997,136,7465.913063
411.3896,431,7467.879107
411.78964,436,7469.824783
412.4297,432,7471.75653
364.9796,402,7474.639782
105.48994,186,7475.64347
51.200043,100,7476.222107
50.000023,100,7476.748802
209.03952,321,7478.246028
73.830025,137,7478.894476
177.18954,291,7480.170802
412.85965,434,7482.065882
213.81947,358,7484.808828
51.600014,100,7485.36851
413.86957,433,7487.334629
44.290024,111,7487.922177
413.07993,437,7489.881021
409.8397,436,7491.843036
158.71979,278,7493.147922
47.79003,111,7493.807237
401.3396,431,7496.820958
73.82003,138,7497.519682
158.86975,268,7498.809378
107.21997,183,7499.718259
156.15984,259,7500.914058
372.99954,395,7502.686481
75.74997,135,7503.446812
412.6696,433,7506.547279
160.04991,260,7507.763034
386.1897,401,7509.617738
401.68985,416,7511.53089
174.25981,294,7513.001777
50.51004,99,7513.532924
412.98965,431,7515.495436
50.100037,100,7517.116732
408.8597,434,7519.06202
412.7099,434,7521.046881
374.7795,377,7522.831014
49.690033,101,7523.406887
99.659996,189,7524.378703
164.44992,275,7525.703754
376.77963,377,7528.499133
75.75999,134,7529.196675
406.2697,433,7531.19853
49.57003,103,7531.774567
178.6498,295,7533.157557
176.22975,297,7534.495533
110.23997,181,7535.473612
374.12946,392,7538.359226
43.38006,102,7538.910627
409.2396,436,7540.827148
161.88988,276,7542.128942
179.66986,293,7543.527893
228.12967,357,7545.154947
106.259964,179,7546.060929
49.50003,110,7546.710649
100.96992,193,7547.678582
100.78994,191,7549.668628
178.99976,290,7550.955451
179.0398,286,7552.287365
385.48965,401,7554.105549
410.47974,432,7556.007632
177.91966,288,7557.382244
49.18003,102,7557.926452
77.079994,137,7558.67137
52.760033,99,7560.290932
101.509964,189,7561.202568
72.97002,133,7561.854376
73.71996,138,7562.559271
40.390068,111,7563.198752
108.52996,182,7564.083405
50.670036,103,7564.692802
47.83,112,7565.309512
175.14977,285,7566.663758
50.56002,99,7567.230077
49.940018,106,7567.818491
372.42947,382,7569.525736
43.98002,112,7570.153422
410.76984,433,7573.178006
121.91988,208,7574.194772
416.1397,436,7576.184077
180.73978,286,7577.521194
412.75974,454,7579.519897
412.40964,439,7582.515722
176.85979,294,7583.887799
110.22997,182,7584.777643
118.37989,212,7585.865766
43.48004,112,7586.495216
373.07977,377,7588.179803
182.8598,284,7589.558421
116.65986,214,7590.559573
177.53963,286,7592.906895
46.070015,103,7593.516671
48.980034,102,7594.134099
50.699997,110,7594.730865
49.42003,108,7595.361864
225.99957,380,7597.157115
408.50964,449,7599.126823
385.6897,401,7600.858346
410.2498,435,7603.994747
73.73998,136,7604.674223
405.26978,433,7606.684198
97.77994,192,7607.632818
174.0697,283,7608.99916
50.580032,102,7609.579479
404.06976,433,7611.524315
73.249954,135,7612.242919
403.33972,436,7615.156435
44.390015,111,7615.740713
106.53999,181,7616.688353
407.5199,448,7618.758821
48.22,108,7619.347759
407.94977,435,7621.258123
50.16002,99,7621.879019
41.280052,102,7622.457461
408.1098,439,7625.46069
412.5597,434,7627.488856
49.66001,104,7628.087339
176.40959,289,7629.499856
409.94974,435,7631.425596
72.040016,121,7632.068854
120.81994,208,7633.075018
406.2496,435,7636.041947
73.17001,133,7636.718458
49.73001,107,7637.329884
41.270065,103,7637.931783
